Entry	Entry Name	Protein names	Gene Names	Mass	Interacts with	Subunit structure
P71009	ALBC_BACSU	Putative ABC transporter ATP-binding protein AlbC (Antilisterial bacteriocin subtilosin biosynthesis protein AlbC)	albC ywhQ BSU37390	27233		
P71012	PTF3A_BACSU	PTS system fructose-specific EIIABC component (EIIABC-Fru) [Includes: PTS system fructose-specific EIIA component (EII-Fru) (Fructose-specific phosphotransferase enzyme IIA component); PTS system fructose-specific EIIB component (EC 2.7.1.202) (EIII-Fru) (Fructose-specific phosphotransferase enzyme IIB component); PTS system fructose-specific EIIC component (Fructose permease IIC component)]	fruA BSU14400	67184	O34755	
P71013	LEPT_BACSU	Signal peptidase I T (SPase I) (EC 3.4.21.89) (Leader peptidase I)	sipT BSU14410	21854		
P71015	GBSR_BACSU	HTH-type transcriptional repressor GbsR (Glycine betaine synthesis regulator)	gbsR yuaC BSU31070	21070		
P71031	SSPO_BACSU	Small, acid-soluble spore protein O (SASP O)	sspO cotK BSU17990	5427		
P71039	MTA_BACSU	HTH-type transcriptional activator mta (Multidrug transporter activation protein)	mta ywnD BSU36600	29936		SUBUNIT: Homodimer. {ECO:0000269|PubMed:11581256, ECO:0000269|PubMed:14985361}.
P71044	SP2Q_BACSU	Stage II sporulation protein Q	spoIIQ ywnI BSU36550	31113	P49785	SUBUNIT: Interacts with SpoIIIAH and SpoIIE. {ECO:0000269|PubMed:15574594, ECO:0000269|PubMed:15752199, ECO:0000269|PubMed:18077456, ECO:0000269|PubMed:18812514}.
P71049	SLRR_BACSU	HTH-type transcriptional regulator SlrR	slrR slr yveJ BSU34380	17570		SUBUNIT: Component of the SlrR/SlrA complex.
P71062	EPSL_BACSU	Uncharacterized sugar transferase EpsL (EC 2.-.-.-)	epsL yvfC BSU34250	23078		
P71067	LUTP_BACSU	L-lactate permease	lutP yvfH BSU34190	59762		
P71070	YUKC_BACSU	ESX secretion system protein YukC	yukC BSU31890	52161		
P71073	ADER_BACSU	DNA-binding transcriptional activator AdeR (PucR-type transcriptional activator AdeR)	adeR yukF BSU31920	49020		
P71082	YGAD_BACSU	Putative multidrug export ATP-binding/permease protein YgaD (EC 7.6.2.-)	ygaD BSU08690	65767		SUBUNIT: Homodimer. {ECO:0000250}.
P71084	GSAB_BACSU	Glutamate-1-semialdehyde 2,1-aminomutase 2 (GSA 2) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase 2) (GSA-AT 2)	gsaB BSU08710	46184		SUBUNIT: Homodimer. {ECO:0000250}.
P77837	URE1_BACSU	Urease subunit alpha (EC 3.5.1.5) (Urea amidohydrolase subunit alpha)	ureC BSU36640	61187		SUBUNIT: Heterotrimer of UreA (gamma), UreB (beta) and UreC (alpha) subunits. Three heterotrimers associate to form the active enzyme. {ECO:0000255|HAMAP-Rule:MF_01953}.
P80239	AHPC_BACSU	Alkyl hydroperoxide reductase C (EC 1.11.1.26) (General stress protein 22) (Peroxiredoxin) (Thioredoxin peroxidase)	ahpC BSU40090	20627		SUBUNIT: Homodimer; disulfide-linked, upon oxidation. 5 homodimers assemble to form a ring-like decamer. {ECO:0000250|UniProtKB:P0A251}.
P80240	GREA_BACSU	Transcription elongation factor GreA (General stress protein 20M) (GSP20M) (Transcript cleavage factor GreA)	greA BSU27320	17272		
P80242	OHRB_BACSU	Organic hydroperoxide resistance protein OhrB (General stress protein 17o) (Gsp17o)	ohrB ykzA yzzE BSU13160	14600		
P80643	ACP_BACSU	Acyl carrier protein (ACP)	acpA acpP BSU15920	8591		
P80700	EFTS_BACSU	Elongation factor Ts (EF-Ts)	tsf BSU16500	32354		
P80858	LEUC_BACSU	3-isopropylmalate dehydratase large subunit (EC 4.2.1.33) (Alpha-IPM isomerase) (IPMI) (Isopropylmalate isomerase) (Superoxide-inducible protein 10) (SOI10)	leuC BSU28260	52392		SUBUNIT: Heterodimer of LeuC and LeuD. {ECO:0000255|HAMAP-Rule:MF_01026}.
P80862	SERC_BACSU	Phosphoserine aminotransferase (EC 2.6.1.52) (Phosphohydroxythreonine aminotransferase) (PSAT) (Vegetative protein 234) (VEG234)	serC yhaF BSU10020	40136		SUBUNIT: Homodimer. {ECO:0000250}.
P80865	SUCD_BACSU	Succinate--CoA ligase [ADP-forming] subunit alpha (EC 6.2.1.5) (Succinyl-CoA synthetase subunit alpha) (SCS-alpha)	sucD BSU16100	31382		SUBUNIT: Heterotetramer of two alpha and two beta subunits. {ECO:0000255|HAMAP-Rule:MF_01988}.
P80869	DHG2_BACSU	Glucose 1-dehydrogenase 2 (EC 1.1.1.47) (GLCDH-II) (GDH-II) (General stress protein 74) (GSP74)	ycdF BSU02830	27776		SUBUNIT: Homotetramer. {ECO:0000250}.
P80870	GS13_BACSU	General stress protein 13 (GSP13)	yugI BSU31390	14283		SUBUNIT: Found in association with the 30S subunit of the ribosome. {ECO:0000269|PubMed:17163968}.
P80873	GS39_BACSU	General stress protein 39 (GSP39) (EC 1.-.-.-)	ydaD BSU04190	31082		
P80876	GS18_BACSU	General stress protein 18 (GSP18) (EC 3.2.-.-)	yfkM BSU07850	18863		
P80880	TRXB_BACSU	Thioredoxin reductase (TRXR) (EC 1.8.1.9) (General stress protein 35) (GSP35)	trxB yvcH BSU34790	34519		SUBUNIT: Homodimer. {ECO:0000250|UniProtKB:P0A9P4}.
P80885	KPYK_BACSU	Pyruvate kinase (PK) (EC 2.7.1.40) (Vegetative protein 17) (VEG17)	pyk pykA BSU29180	62174		SUBUNIT: Homotetramer. {ECO:0000250}.
P81101	RRF_BACSU	Ribosome-recycling factor (RRF) (Ribosome-releasing factor) (Vegetative protein 12B) (VEG12B)	frr BSU16520	20767		
P81102	YODC_BACSU	Putative NAD(P)H nitroreductase YodC (EC 1.-.-.-)	yodC yolG BSU19550	22340		
P94358	ALDY_BACSU	Putative aldehyde dehydrogenase AldY (EC 1.2.1.3)	aldY yxkE BSU38830	52821		
P94364	CYDA_BACSU	Cytochrome bd ubiquinol oxidase subunit 1 (EC 7.1.1.7) (Cytochrome d ubiquinol oxidase subunit I)	cydA yxkK BSU38760	52293		SUBUNIT: Heterodimer of subunits I and II. {ECO:0000250|UniProtKB:P0ABJ9}.
P94365	CYDB_BACSU	Cytochrome bd ubiquinol oxidase subunit 2 (EC 7.1.1.7) (Cytochrome d ubiquinol oxidase subunit II)	cydB yxkL BSU38750	37861		SUBUNIT: Heterodimer of subunits I and II. {ECO:0000250|UniProtKB:P0ABK2}.
P94366	CYDC_BACSU	Glutathione/L-cysteine transport system ATP-binding/permease protein CydC (EC 7.4.2.-)	cydC yxkM BSU38740	62806		SUBUNIT: Forms a heterodimer with CydD. {ECO:0000250|UniProtKB:P23886}.
P94367	CYDD_BACSU	Glutathione/L-cysteine transport system ATP-binding/permease protein CydD (EC 7.4.2.-)	cydD yxkN BSU38730	64510		SUBUNIT: Forms a heterodimer with CydC. {ECO:0000250|UniProtKB:P29018}.
P94370	SIGY_BACSU	RNA polymerase sigma factor SigY	sigY yxlB BSU38700	21358		
P94377	CATX_BACSU	Catalase X (EC 1.11.1.6)	katX yxlI BSU38630	62364		
P94393	PUTR_BACSU	Proline-responsive transcriptional activator PutR (Proline catabolism regulator)	putR prcR ycgP BSU03230	47844		
P94398	GCH4_BACSU	GTP cyclohydrolase FolE2 (EC 3.5.4.16) (GTP cyclohydrolase 1B)	folE2 yciA BSU03340	34564		
P94400	YCIC_BACSU	Zinc chaperone YciC (EC 3.6.5.-)	yciC BSU03360	45306		
P94403	BSDA_BACSU	HTH-type transcriptional regulator BsdA (Bsd operon regulatory protein)	bsdA yclA BSU03620	32987		
P94413	YCLJ_BACSU	Uncharacterized transcriptional regulatory protein YclJ	yclJ BSU03750	26505		
P94414	YCLK_BACSU	Sensor histidine kinase YclK (EC 2.7.13.3)	yclK BSU03760	55044		
P94418	YCLN_BACSU	Petrobactin import system permease protein YclN	yclN BSU03800	34899		SUBUNIT: The complex is composed of two ATP-binding proteins (YclP), two transmembrane proteins (YclN and YclO) and a solute-binding protein (YclQ). {ECO:0000305|PubMed:19955416}.
P94420	YCLP_BACSU	Petrobactin import ATP-binding protein YclP (EC 7.2.2.-)	yclP BSU03820	28475		SUBUNIT: The complex is composed of two ATP-binding proteins (YclP), two transmembrane proteins (YclN and YclO) and a solute-binding protein (YclQ). {ECO:0000305|PubMed:19955416}.
P94425	YCNE_BACSU	Putative monooxygenase YcnE (EC 1.-.-.-)	ycnE BSU03870	10944		
P94426	GABR_BACSU	HTH-type transcriptional regulatory protein GabR	gabR ycnF BSU03890	55166		
P94433	YCNK_BACSU	HTH-type transcriptional repressor YcnK	ycnK BSU03960	21435		
P94439	LNRK_BACSU	Transcriptional regulatory protein LnrK	lnrK linK yfiK BSU08300	24371		
P94440	LNRL_BACSU	Linearmycin resistance ATP-binding protein LnrL (EC 7.6.2.-)	lnrL bifL yfiL BSU08310	34050		SUBUNIT: The complex is composed of two ATP-binding proteins (LnrL) and two transmembrane proteins (LnrM and LnrN). {ECO:0000305|PubMed:28461449}.
P94441	LNRM_BACSU	Linearmycin resistance permease protein LnrM	lnrM bifM yfiM BSU08320	43114		SUBUNIT: The complex is composed of two ATP-binding proteins (LnrL) and two transmembrane proteins (LnrM and LnrN). {ECO:0000305|PubMed:28461449}.
P94442	LNRN_BACSU	Linearmycin resistance permease protein LnrN	lnrN bifN yfiN BSU08330	42084		SUBUNIT: The complex is composed of two ATP-binding proteins (LnrL) and two transmembrane proteins (LnrM and LnrN). {ECO:0000305|PubMed:28461449}.
P94459	PPSD_BACSU	Plipastatin synthase subunit D (EC 2.3.1.-) (Peptide synthase 4) [Includes: ATP-dependent proline adenylase (ProA 1) (Proline activase 1); ATP-dependent glutamine adenylase (GlnA) (Glutamine activase); ATP-dependent tyrosine adenylase 2 (TyrA 2) (Tyrosine activase 2)]	ppsD pps4 BSU18310	406812		
P94462	DEF1_BACSU	Peptide deformylase 1 (PDF 1) (EC 3.5.1.88) (Polypeptide deformylase 1)	defA def yloK BSU15720	17775		
P94464	RSMB_BACSU	Probable ribosomal RNA small subunit methyltransferase B (EC 2.1.1.176) (16S rRNA m5C967 methyltransferase) (rRNA (cytosine-C(5)-)-methyltransferase RsmB)	rsmB sun yloM BSU15740	50274		
P94465	RIBR_BACSU	RNA-binding riboflavin kinase RibR (EC 2.7.1.26)	ribR ytnK BSU29300	26229		
P94478	HFLX_BACSU	GTPase HflX (GTP-binding protein HflX)	hflX ynbA BSU17430	47638		SUBUNIT: Monomer. Associates with the 50S ribosomal subunit. {ECO:0000255|HAMAP-Rule:MF_00900}.
P94489	XYNB_BACSU	Beta-xylosidase (EC 3.2.1.37) (1,4-beta-D-xylan xylohydrolase) (Xylan 1,4-beta-xylosidase)	xynB BSU17580	61366		SUBUNIT: Homodimer. {ECO:0000305|Ref.6}.
P94492	YNCB_BACSU	Endonuclease YncB (EC 3.1.-.-)	yncB BSU17620	23684		
P94494	ALR2_BACSU	Alanine racemase 2 (EC 5.1.1.1)	alr2 yncD BSU17640	43648		
P94499	BRNQ_BACSU	Branched-chain amino acid permease BrnQ (BCAA permease) (Branched-chain amino acid transport system carrier protein BrnQ) (Branched-chain amino acid uptake carrier BrnQ)	brnQ yrdJ BSU26690	47006		
P94501	GLTR_BACSU	HTH-type transcriptional regulator GltR	gltR yrdL BSU26670	32956		
P94504	YVRH_BACSU	Transcriptional regulatory protein YvrH	yvrH yvrHb BSU33220	26679		
P94507	UPPP_BACSU	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP bacA upk yubB BSU31150	30345		
P94513	LYTS_BACSU	Sensor protein LytS (EC 2.7.13.3)	lytS BSU28930	64855		
P94521	YSDC_BACSU	Putative aminopeptidase YsdC (EC 3.4.11.-)	ysdC BSU28820	39217		SUBUNIT: Homododecamer. {ECO:0000305|PubMed:16021622}.
P94523	ARAA_BACSU	L-arabinose isomerase (EC 5.3.1.4)	araA BSU28800	56122		
P94524	ARAB_BACSU	Ribulokinase (EC 2.7.1.16)	araB BSU28790	61010		
P94525	ARAD_BACSU	L-ribulose-5-phosphate 4-epimerase (EC 5.1.3.4) (Phosphoribulose isomerase)	araD BSU28780	25686		
P94528	ARAN_BACSU	Arabinooligosaccharide-binding protein	araN yseC BSU28750	48674		SUBUNIT: The complex is composed of two ATP-binding proteins (MsmX), two transmembrane proteins (AraP and AraQ) and a solute-binding protein (AraN). {ECO:0000269|PubMed:20693325}.
P94529	ARAP_BACSU	Arabinooligosaccharides transport system permease protein AraP	araP yseD BSU28740	35035		SUBUNIT: The complex is composed of two ATP-binding proteins (MsmX), two transmembrane proteins (AraP and AraQ) and a solute-binding protein (AraN). {ECO:0000269|PubMed:20693325}.
P94530	ARAQ_BACSU	Arabinooligosaccharides transport system permease protein AraQ	araQ yseE BSU28730	31846		SUBUNIT: The complex is composed of two ATP-binding proteins (MsmX), two transmembrane proteins (AraP and AraQ) and a solute-binding protein (AraN). {ECO:0000269|PubMed:20693325}.
P94534	GLCF_BACSU	Probable glycolate oxidase iron-sulfur subunit (EC 1.1.99.14) (Glycolate dehydrogenase subunit GlcF)	glcF ysfD BSU28690	49205		SUBUNIT: The glycolate oxidase likely consists of several subunits including GlcD and GlcF. {ECO:0000305}.
P94535	GLCD_BACSU	Glycolate oxidase subunit GlcD (EC 1.1.99.14) (Glycolate dehydrogenase subunit GlcD)	glcD ysfC BSU28680	50936		SUBUNIT: The glycolate oxidase likely consists of several subunits including GlcD and GlcF. {ECO:0000305}.
P94542	ZAPA_BACSU	Cell division protein ZapA (Z ring-associated protein ZapA)	zapA yshA BSU28610	9866	P17865	SUBUNIT: Homodimer. Interacts with FtsZ (By similarity). {ECO:0000250}.
P94545	MUTS2_BACSU	Endonuclease MutS2 (EC 3.1.-.-)	mutSB mutS2 yshD BSU28580	87417		SUBUNIT: Homodimer. {ECO:0000255|HAMAP-Rule:MF_00092}.
P94548	FADR_BACSU	Fatty acid metabolism regulator protein	fadR ysiA BSU28550	21979		SUBUNIT: Homodimer. Binds to DNA. {ECO:0000269|PubMed:17189250}.
P94549	FADB_BACSU	Probable enoyl-CoA hydratase (EC 4.2.1.17)	fadB ysiB BSU28540	27554		
P94556	MURI1_BACSU	Glutamate racemase 1 (EC 5.1.1.3)	racE glr murI BSU28390	29998		
P94565	LEU1_BACSU	2-isopropylmalate synthase (EC 2.3.3.13) (Alpha-IPM synthase) (Alpha-isopropylmalate synthase)	leuA BSU28280	56912		SUBUNIT: Homodimer. {ECO:0000255|HAMAP-Rule:MF_01025}.
P94575	ALLP_BACSU	Allantoin permease (Allantoin transport protein) (Allantoin transporter)	pucI ywoE BSU36470	53982		
P94584	FABZ_BACSU	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ (EC 4.2.1.59) ((3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase) ((3R)-hydroxymyristoyl-ACP dehydrase) (Beta-hydroxyacyl-ACP dehydratase)	fabZ ywpB BSU36370	15740		
P94585	MSCL_BACSU	Large-conductance mechanosensitive channel	mscL ywpC BSU36360	14280		SUBUNIT: Homopentamer. {ECO:0000250|UniProtKB:P0A742, ECO:0000255|HAMAP-Rule:MF_00115}.
P94587	YWPE_BACSU	Putative sortase YwpE (EC 3.4.22.-)	ywpE BSU36340	11468		
P94592	YWPJ_BACSU	Phosphatase YwpJ (EC 3.1.3.-)	ywpJ BSU36290	31955		
P94593	YWQA_BACSU	Uncharacterized ATP-dependent helicase YwqA (EC 3.6.4.-)	ywqA BSU36280	106029		SUBUNIT: Interacts with the RNA polymerase core. {ECO:0000269|PubMed:21710567}.
P96499	TAGV_BACSU	Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagV (EC 2.7.8.-)	tagV yvhJ BSU35520	43211		
P96578	DLYKI_BACSU	Probable D-lyxose ketol-isomerase (EC 5.3.1.15) (D-lyxose isomerase)	ydaE BSU04200	19252		SUBUNIT: Homodimer. {ECO:0000269|PubMed:21520290}.
P96581	AMJ_BACSU	Lipid II flippase Amj	amj ydaH BSU04230	29447		
P96583	TOP3_BACSU	DNA topoisomerase 3 (EC 5.6.2.1) (DNA topoisomerase III)	topB BSU04260	81477		
P96593	MNTH_BACSU	Divalent metal cation transporter MntH	mntH ydaR BSU04360	45686		
P96601	DCTS_BACSU	Probable C4-dicarboxylate sensor kinase (EC 2.7.13.3)	dctS ydbF BSU04450	59942		
P96602	DCTR_BACSU	Probable C4-dicarboxylate response regulator DctR	dctR ydbG BSU04460	25539		
P96612	DDL_BACSU	D-alanine--D-alanine ligase (EC 6.3.2.4) (D-Ala-D-Ala ligase) (D-alanylalanine synthetase)	ddl ddlA BSU04560	39131		
P96613	MURF_BACSU	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase (EC 6.3.2.10) (D-alanyl-D-alanine-adding enzyme) (UDP-MurNAc-pentapeptide synthetase)	murF ydbQ BSU04570	49723		
P96629	INT_BACSU	ICEBs1 integrase	int ydcL BSU04800	43480		
P96630	IMMA_BACSU	Metallopeptidase ImmA (EC 3.4.-.-)	immA ydcM BSU04810	19401		SUBUNIT: Interacts with ImmR. {ECO:0000269|PubMed:18761623}.
P96649	RAPI_BACSU	Response regulator aspartate phosphatase I (EC 3.1.3.-)	rapI yddL BSU05010	46566		
P96677	ASER_BACSU	HTH-type transcriptional repressor AseR	aseR ydeT BSU05330	13088		
P96685	YDFH_BACSU	Sensor histidine kinase YdfH (EC 2.7.13.3)	ydfH BSU05410	46506		
P96692	MHQN_BACSU	Putative NAD(P)H nitroreductase MhqN (EC 1.-.-.-)	mhqN ydfN BSU05480	23559		SUBUNIT: Homodimer. {ECO:0000250}.
P96693	MHQO_BACSU	Putative ring-cleaving dioxygenase MhqO (EC 1.13.11.-)	mhqO ydfO BSU05490	35056		
P96710	ARAE_BACSU	Arabinose-proton symporter (Arabinose transporter)	araE yvbR BSU33960	50411		
P96711	ARAR_BACSU	Arabinose metabolism transcriptional repressor	araR araC yvbS BSU33970	40488		
P96712	BMR3_BACSU	Multidrug resistance protein 3 (Multidrug-efflux transporter 3)	bmr3 mdr BSU03070	55689		
P96715	YWQC_BACSU	Probable capsular polysaccharide biosynthesis protein YwqC	ywqC BSU36260	26640	P16971; P71051; P96716	
P96722	YWQJ_BACSU	Toxin YwqJ	ywqJ BSU36190	66690	O31501	SUBUNIT: Probably interacts with cognate immunity protein YwqK but not with non-cognate immunity proteins. The interaction inhibits the toxic activity of YwqJ. {ECO:0000305|PubMed:22200572}.
P96724	NFI_BACSU	Endonuclease V (EC 3.1.21.7) (Deoxyinosine 3'endonuclease) (Deoxyribonuclease V) (DNase V)	nfi ywqL BSU36170	27023		
P96737	CAPC_BACSU	PGA biosynthesis protein CapC	capC pgsC ywtA BSU35890	16303		
P96741	YWTE_BACSU	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YwtE (EC 3.1.3.104)	ywtE BSU35850	31588		
P97027	SSUB_BACSU	Aliphatic sulfonates import ATP-binding protein SsuB (EC 7.6.2.14)	ssuB ycbE ygaL BSU08830	28543		SUBUNIT: The complex is composed of two ATP-binding proteins (SsuB), two transmembrane proteins (SsuC) and a solute-binding protein (SsuA). {ECO:0000255|HAMAP-Rule:MF_01724}.
Q00777	P5CR3_BACSU	Pyrroline-5-carboxylate reductase 3 (P5C reductase 3) (P5CR 3) (EC 1.5.1.2) (PCA reductase 3)	proG ykeA yzcA BSU12910	30203		
Q01463	MINC_BACSU	Septum site-determining protein MinC	minC BSU28000	24998	Q01464	SUBUNIT: Interacts with MinD and FtsZ. {ECO:0000250}.
Q01464	MIND_BACSU	Septum site-determining protein MinD (Cell division inhibitor MinD)	minD divIVB BSU27990	29407	Q01463; P96716	SUBUNIT: Interacts with MinC and FtsZ (By similarity). Interacts with MinJ. {ECO:0000250, ECO:0000269|PubMed:18976281, ECO:0000269|PubMed:19019154}.
Q01620	KHPB_BACSU	RNA-binding protein KhpB (RNA-binding protein EloR)	khpB eloR jag BSU41030	23162		SUBUNIT: Forms a complex with KhpA. {ECO:0000255|HAMAP-Rule:MF_00867}.
Q01960	FLHF_BACSU	Flagellar biosynthesis protein FlhF (Flagella-associated GTP-binding protein)	flhF BSU16400	41150	Q01960; P40742	
Q03221	KITH_BACSU	Thymidine kinase (EC 2.7.1.21)	tdk BSU37060	21450		SUBUNIT: Homotetramer. {ECO:0000255|HAMAP-Rule:MF_00124}.
Q03222	RHO_BACSU	Transcription termination factor Rho (EC 3.6.4.-) (ATP-dependent helicase Rho)	rho BSU37080	48629		SUBUNIT: Homohexamer. The homohexamer assembles into an open ring structure. {ECO:0000255|HAMAP-Rule:MF_01884}.
Q03521	MRAY_BACSU	Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13) (UDP-MurNAc-pentapeptide phosphotransferase)	mraY BSU15190	35527		
Q03522	MURD_BACSU	UDP-N-acetylmuramoylalanine--D-glutamate ligase (EC 6.3.2.9) (D-glutamic acid-adding enzyme) (UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase)	murD BSU15200	49651		
Q04778	ALSR_BACSU	HTH-type transcriptional regulator AlsR (Als operon regulatory protein)	alsR BSU36020	34333		
Q04796	DAPA_BACSU	4-hydroxy-tetrahydrodipicolinate synthase (HTPA synthase) (EC 4.3.3.7)	dapA BSU16770	31042		SUBUNIT: Homotetramer; dimer of dimers. {ECO:0000255|HAMAP-Rule:MF_00418}.
Q04810	DPAB_BACSU	Dipicolinate synthase subunit B (DPA synthase subunit B) (EC 1.3.1.-) (Spore dipicolinate synthase subunit B) (Stage V sporulation protein FB)	dpaB spoVFB BSU16740 orfX	21869		SUBUNIT: Dipicolinate synthase likely consists of DpaA and DpaB, since both proteins are required for DPA synthesis. {ECO:0000269|PubMed:8345520}.
Q05522	CHEB_BACSU	Protein-glutamate methylesterase/protein-glutamine glutaminase (EC 3.1.1.61) (EC 3.5.1.44)	cheB cheL BSU16420	38664		
Q06796	RL11_BACSU	Large ribosomal subunit protein uL11 (50S ribosomal protein L11) (BL11)	rplK relC tsp6 BSU01020	14931		SUBUNIT: Part of the ribosomal stalk of the 50S ribosomal subunit. Interacts with L10 and the large rRNA to form the base of the stalk. L10 forms an elongated spine to which 2 L12 dimers bind in a sequential fashion forming a pentameric L10(L12)2(L12)2 complex.
Q06797	RL1_BACSU	Large ribosomal subunit protein uL1 (50S ribosomal protein L1) (BL1)	rplA BSU01030	24989	P38424	SUBUNIT: Part of the 50S ribosomal subunit (PubMed:30126986). Interacts with RNA helicase CshA (PubMed:23175651). Interacts with VmlR (PubMed:30126986). {ECO:0000269|PubMed:23175651, ECO:0000269|PubMed:30126986}.
Q06798	RL332_BACSU	Large ribosomal subunit protein bL33B (50S ribosomal protein L33 2)	rpmGB rpmG rpmG2 BSU00990	5496		
Q07429	AMTB_BACSU	Ammonium transporter (Membrane protein NrgA) (Protein AmtB)	nrgA amtB BSU36510	42733		SUBUNIT: Interacts with NrgB for a correct localization of the latter. GlnK-AmtB complex interacts with TnrA. {ECO:0000269|PubMed:17001076, ECO:0000269|PubMed:21435182, ECO:0000305|PubMed:14600241}.
Q07876	RSMH_BACSU	Ribosomal RNA small subunit methyltransferase H (EC 2.1.1.199) (16S rRNA m(4)C1402 methyltransferase) (rRNA (cytosine-N(4)-)-methyltransferase RsmH)	rsmH mraW yllC ylxA BSU15140	35305		
Q08430	KINB_BACSU	Sporulation kinase B (EC 2.7.13.3)	kinB BSU31450	47812		
Q45058	COTM_BACSU	Spore coat protein M	cotM yneL BSU17970	15222		
Q45063	PDHI_BACSU	Pyruvate dehydrogenase inhibitor	pdhI yneR BSU18060	10833		SUBUNIT: Interacts with the E1 module of pyruvate dehydrogenase (PdhA-PdhB). {ECO:0000269|PubMed:36815589}.
Q45461	OPUBB_BACSU	Choline transport system permease protein OpuBB	opuBB proW BSU33720	23163		
Q45462	OPUBC_BACSU	Choline-binding protein	opuBC proX BSU33710	34401		
Q45477	SYI_BACSU	Isoleucine--tRNA ligase (EC 6.1.1.5) (Isoleucyl-tRNA synthetase) (IleRS)	ileS BSU15430	104845		SUBUNIT: Monomer. {ECO:0000255|HAMAP-Rule:MF_02002}.
Q45479	LSPA_BACSU	Lipoprotein signal peptidase (EC 3.4.23.36) (Prolipoprotein signal peptidase) (Signal peptidase II) (SPase II)	lspA lsp BSU15450	17427		
Q45480	YLYB_BACSU	Uncharacterized RNA pseudouridine synthase YlyB (EC 5.4.99.-) (RNA pseudouridylate synthase) (RNA-uridine isomerase)	ylyB ylmL BSU15460	33726		
Q45495	DEF2_BACSU	Peptide deformylase 2 (PDF 2) (EC 3.5.1.88) (Polypeptide deformylase 2)	defB ykrB BSU14560	20656		
Q45535	COTH_BACSU	Inner spore coat protein H	cotH ywrH BSU36060	42813		SUBUNIT: Assembly of CotH requires CotE and GerE.
Q45577	AIMA_BACSU	Glutamate/serine transporter AimA (Amino acid importer A)	aimA ybeC BSU02120	59212		
Q45593	YYDI_BACSU	Probable peptide export ATP-binding protein YydI	yydI BSU40150	23883		SUBUNIT: The complex is composed of two ATP-binding proteins (YydI), two transmembrane proteins (YydJ). {ECO:0000305}.
Q45601	RLMH_BACSU	Ribosomal RNA large subunit methyltransferase H (EC 2.1.1.177) (23S rRNA (pseudouridine1915-N3)-methyltransferase) (23S rRNA m3Psi1915 methyltransferase) (rRNA (pseudouridine-N3-)-methyltransferase RlmH)	rlmH yydA BSU40230	18073		SUBUNIT: Homodimer. {ECO:0000255|HAMAP-Rule:MF_00658}.
Q5BU39	MSTX_BACSU	Protein mistic (Membrane-integrating protein MstX)	mstX BSU31321 BSU31320	12833		SUBUNIT: Monomer. {ECO:0000269|PubMed:15731457}.
Q795J3	EPSN_BACSU	Putative pyridoxal phosphate-dependent aminotransferase EpsN (EC 2.6.1.-)	epsN yvfE BSU34230	42924		
Q795K2	YVFT_BACSU	Sensor histidine kinase YvfT (EC 2.7.13.3)	yvfT BSU34070	42251		
Q795R2	YTCQ_BACSU	Polygalacturonan/rhamnogalacturonan-binding protein YtcQ	ytcQ BSU30160	56384		SUBUNIT: The complex is probably composed of two ATP-binding proteins (MsmX), two transmembrane proteins (YtcP and YteP) and a solute-binding protein (YtcQ). {ECO:0000269|PubMed:29240795}.
Q795Y4	FDHL_BACSU	Putative formate dehydrogenase YrhE (EC 1.17.1.9)	yrhE BSU27220	108775		
Q796Y8	BCP_BACSU	Peroxiredoxin Bcp (EC 1.11.1.24) (Bacterioferritin comigratory protein) (Thioredoxin peroxidase) (Thioredoxin-dependent peroxiredoxin Bcp)	ygaF bcp BSU08720	18109		SUBUNIT: Monomer. {ECO:0000250|UniProtKB:P0AE52}.
Q796Z1	NTDP_BACSU	Nucleoside triphosphate/diphosphate phosphatase (EC 3.6.1.15) (EC 3.6.1.6)	ygaC BSU08680	21140		
Q797A7	MTRTR_BACSU	Methylthioribose transporter	mtrA yfnA BSU07340	48905		
Q797E3	PBUE_BACSU	Purine efflux pump PbuE	pbuE ydhL BSU05800	41535		
Q797E6	FRA_BACSU	Intracellular iron chaperone frataxin (Fra) (Iron channeling protein frataxin)	fra ydhG BSU05750	14418		SUBUNIT: Homodimer, upon Fe(2+) binding (PubMed:20087498). Interacts with the SufS/SufU complex (PubMed:27382962). Interacts with CpfC (PubMed:25826316). {ECO:0000269|PubMed:20087498, ECO:0000269|PubMed:25826316, ECO:0000269|PubMed:27382962}.
Q7PC63	ACPK_BACSU	Polyketide biosynthesis acyl-carrier-protein AcpK (ACP-II)	acpK BSU17130	9252		
