Entry	Entry Name	Protein names	Gene Names	Mass	Interacts with	Subunit structure
P38051	MENF_ECOLI	Isochorismate synthase MenF (EC 5.4.4.2) (Isochorismate hydroxymutase) (Isochorismate mutase)	menF yfbA b2265 JW2260	48765		SUBUNIT: Homodimer. {ECO:0000269|PubMed:9150206}.
P38054	CUSA_ECOLI	Cation efflux system protein CusA	cusA ybdE b0575 JW0564	114707	P77239	SUBUNIT: The cus efflux system is composed of CusA, CusB, CusC and CusF.
P38135	FADK_ECOLI	Medium-chain fatty-acid--CoA ligase (EC 6.2.1.-) (Acyl-CoA synthetase) (ACS) (Fatty acyl-CoA synthetase FadK)	fadK ydiD b1701 JW5910	62759		SUBUNIT: Homodimer. {ECO:0000250|UniProtKB:P9WQ37}.
P38489	NFSB_ECOLI	Oxygen-insensitive NAD(P)H nitroreductase (EC 1.-.-.-) (Dihydropteridine reductase) (EC 1.5.1.34) (FMN-dependent nitroreductase)	nfsB dprA nfnB nfsI ntr b0578 JW0567	23905	P38489	SUBUNIT: Homodimer. {ECO:0000269|PubMed:11020276, ECO:0000269|PubMed:11491290, ECO:0000269|PubMed:12954054, ECO:0000269|PubMed:15684426}.
P38506	XNI_ECOLI	Flap endonuclease Xni (FEN) (EC 3.1.-.-) (Exonuclease IX) (ExoIX)	ygdG exo xni b2798 JW5446	28166		SUBUNIT: Interacts with the DNA-binding proteins SSB and H-NS. {ECO:0000269|PubMed:17567612}.
P39099	DEGQ_ECOLI	Periplasmic pH-dependent serine endoprotease DegQ (EC 3.4.21.107) (Protease Do)	degQ hhoA b3234 JW3203	47205	P39099; P0A910	SUBUNIT: DegQ can reversibly switch between different oligomeric forms that represent inactive (6-mer) and active (12- and 24-mer) protease states. Substrate binding triggers the conversion of the resting DegQ trimer and hexamer into catalytically active 12- and 24-mers. The conversion of 6-mer (DegQ6) into 12-mer (DegQ12) or 24-mer (DegQ24) is crucial in regulating protease activity. {ECO:0000269|PubMed:21685389, ECO:0000269|PubMed:8830688}.
P39172	ZNUA_ECOLI	High-affinity zinc uptake system protein ZnuA	znuA yebL yzzP b1857 JW5831	33777		
P39176	ERFK_ECOLI	Probable L,D-transpeptidase ErfK/SrfK (EC 2.-.-.-)	erfK yeeG yzzT b1990 JW1968	34411	P08312	SUBUNIT: Interacts with DsbG. {ECO:0000269|PubMed:19965429}.
P39177	USPG_ECOLI	Universal stress protein UP12 (Universal stress protein G)	uspG ybdQ yzzU b0607 JW0600	15935	P0A6F5; P0A7K2	SUBUNIT: Interacts with GroEL (PubMed:12071968). Forms homodimers, mediated by the C-terminus of the protein (PubMed:16460009). {ECO:0000269|PubMed:12071968, ECO:0000269|PubMed:16460009}.
P39180	AG43_ECOLI	Antigen 43 (AG43) (Fluffing protein) [Cleaved into: Antigen 43 alpha chain; Antigen 43 beta chain]	flu yeeQ yzzX b2000 JW1982	106825		SUBUNIT: Interaction with TamA of the translocation and assembly module (TAM) initiates insertion in the outer membrane (PubMed:25341963). {ECO:0000269|PubMed:25341963}.
P39276	DTPC_ECOLI	Dipeptide and tripeptide permease C (Dipeptide/tripeptide:H(+) symporter DtpC)	dtpC yjdL b4130 JW4091	53055		SUBUNIT: Monomer. {ECO:0000269|PubMed:22940668}.
P39277	YJEH_ECOLI	L-methionine/branched-chain amino acid exporter YjeH	yjeH b4141 JW4101	44778		
P39286	RSGA_ECOLI	Small ribosomal subunit biogenesis GTPase RsgA (EC 3.6.1.-)	rsgA engC yjeQ b4161 JW4122	39193		SUBUNIT: Monomer (Probable). All of the protein is associated with ribosomes; the ratio is substoichiometric at 1:200 RsgA/ribosome (PubMed:14973029). Association is tightest with the 30S subunit in the presence of the non-hydrolyzable GTP analog GMP-PNP (PubMed:14973029, PubMed:15466596). 2 cryoelectron microscopy (cryo-EM) structures in complex with 30S ribosomes have been resolved; the protein is determined to bind to different but partially overlapping regions of the 30S ribosomal subunit (PubMed:21788480, PubMed:21960487). One cryo-EM study suggests it contacts ribosomal proteins uS3, uS12 and uS13 as well as 16S rRNA (PubMed:21788480). Another cryo-EM study shows it to bind 16S rRNA, no ribosomal proteins, and to cover the sites of intersubunit bridges B2a, B3 and B7a (PubMed:21960487). Has a significant preference for mature versus immature 30S ribosomes in the presence of GMP-PNP (PubMed:21102555, PubMed:27382067). Another study shows it binds equally well to mature and immature 30S ribosomal subunits in the presence of GMP-PNP (PubMed:25904134). {ECO:0000269|PubMed:14973029, ECO:0000269|PubMed:15466596, ECO:0000269|PubMed:21102555, ECO:0000269|PubMed:21788480, ECO:0000269|PubMed:21960487, ECO:0000269|PubMed:25904134, ECO:0000269|PubMed:27382067, ECO:0000305|PubMed:12220175}.
P39301	ULAA_ECOLI	Ascorbate-specific PTS system EIIC component (Ascorbate-specific permease IIC component UlaA)	ulaA sgaT yjfS b4193 JW5744	50737	P39301	SUBUNIT: Homodimer. {ECO:0000269|PubMed:25686089}.
P39304	ULAD_ECOLI	3-keto-L-gulonate-6-phosphate decarboxylase UlaD (EC 4.1.1.85) (3-dehydro-L-gulonate-6-phosphate decarboxylase) (KGPDC) (L-ascorbate utilization protein D)	ulaD sgaH yjfV b4196 JW4154	23578		SUBUNIT: Homodimer. {ECO:0000269|PubMed:11900527, ECO:0000269|PubMed:15157078, ECO:0000269|PubMed:15697207}.
P39315	QOR2_ECOLI	Quinone oxidoreductase 2 (EC 1.6.5.2)	qorB qor2 ytfG b4211 JW4169	29734		SUBUNIT: Monomer. {ECO:0000269|PubMed:18455185}.
P39321	TAMB_ECOLI	Translocation and assembly module subunit TamB (Autotransporter assembly factor TamB)	tamB ytfN ytfO b4221 JW4180	136780	P0ADE4	SUBUNIT: Interacts with TamA to form the translocation and assembly module (TAM). {ECO:0000269|PubMed:22466966, ECO:0000269|PubMed:25341963, ECO:0000269|PubMed:26243377}.
P39344	IDNT_ECOLI	Gnt-II system L-idonate transporter (L-Ido transporter) (L-idonate transporter) (5-keto-D-gluconate transporter) (L-idonate/5-ketogluconate/gluconate transporter)	idnT gntW yjgT b4265 JW4222	46041		
P39353	NANY_ECOLI	2,7-anhydro-N-acetylneuraminate hydratase (EC 4.2.1.-) (EcNanOx)	nanY yjhC b4280 JW5769	41384	P30750	SUBUNIT: Homodimer. {ECO:0000269|PubMed:31697432}.
P39371	NANM_ECOLI	N-acetylneuraminate epimerase (EC 5.1.3.24) (N-acetylneuraminate anomerase NanM) (N-acetylneuraminate mutarotase) (Neu5Ac mutarotase) (Sialic acid epimerase)	nanM yjhT b4310 JW5777	39572		SUBUNIT: Homodimer. {ECO:0000269|PubMed:18063573}.
P39377	IADA_ECOLI	Isoaspartyl dipeptidase (EC 3.4.19.-)	iadA yjiF b4328 JW4291	41084		
P39386	MDTM_ECOLI	Multidrug resistance protein MdtM (Multidrug resistance transporter MdtM) (MDR transporter MdtM) (Multidrug transporter MdtM)	mdtM yjiO b4337 JW4300	44688		SUBUNIT: Monomer. {ECO:0000269|PubMed:22426385, ECO:0000269|PubMed:27025617}.
P39394	SYME_ECOLI	Toxic protein SymE (Putative endoribonuclease SymE) (EC 3.1.-.-)	symE dinL sosC yjiW b4347 JW4310	12203		
P39396	BTST_ECOLI	Pyruvate/proton symporter BtsT (Brenztraubensaure transporter) (Pyruvate/H(+) symporter)	btsT yjiY b4354 JW5791	77324		SUBUNIT: Interacts with BtsS and YpdA. {ECO:0000269|PubMed:24659770}.
P39405	FHUF_ECOLI	Ferric siderophore reductase (Ferric iron reductase protein FhuF)	fhuF yjjS b4367 JW4331	30113		SUBUNIT: Monomer. {ECO:0000269|PubMed:33559753}.
P39406	RSMC_ECOLI	Ribosomal RNA small subunit methyltransferase C (EC 2.1.1.172) (16S rRNA m2G1207 methyltransferase) (rRNA (guanine-N(2)-)-methyltransferase RsmC)	rsmC yjjT b4371 JW4333	37625		SUBUNIT: Monomer. {ECO:0000269|PubMed:17576679}.
P39411	NCPP_ECOLI	Inosine/xanthosine triphosphatase (ITPase/XTPase) (EC 3.6.1.73) (Non-canonical purine NTP phosphatase) (Non-standard purine NTP phosphatase) (Nucleoside-triphosphate phosphatase) (NTPase)	yjjX b4394 JW5801	18213		SUBUNIT: Homodimer. {ECO:0000255|HAMAP-Rule:MF_00648, ECO:0000269|PubMed:16216582}.
P39452	RIR3_ECOLI	Ribonucleoside-diphosphate reductase 2 subunit alpha (EC 1.17.4.1) (R1E protein) (Ribonucleotide reductase 2)	nrdE b2675 JW2650	80479		SUBUNIT: Tetramer of two alpha and two beta subunits. {ECO:0000250}.
P39453	TORS_ECOLI	Sensor protein TorS (EC 2.7.13.3)	torS yccI b0993 JW5135	101024	P39453	SUBUNIT: May form homomultimers. Seems to interact with TorT and TorC apocytochrome.
P39831	YDFG_ECOLI	NADP-dependent 3-hydroxy acid dehydrogenase YdfG (L-allo-threonine dehydrogenase) (EC 1.1.1.381) (Malonic semialdehyde reductase) (EC 1.1.1.298)	ydfG b1539 JW1532	27249		SUBUNIT: Homotetramer. {ECO:0000269|PubMed:12535615}.
P39838	RCSD_ECOLI	Phosphotransferase RcsD (EC 2.7.2.-) (Phosphotransfer intermediate RcsD)	rcsD yojN yojP yojQ b2216 JW2204	100372	P0DMC7	SUBUNIT: Interacts with RcsC and RcsB. Has a higher affinity for RcsB than for RcsC. {ECO:0000255|HAMAP-Rule:MF_00980, ECO:0000269|PubMed:15476819}.
P40191	PDXK_ECOLI	Pyridoxine/pyridoxal/pyridoxamine kinase (PN/PL/PM kinase) (EC 2.7.1.35) (B6-vitamer kinase) (Pyridoxal kinase 1) (PL kinase 1)	pdxK yfeI b2418 JW2411	30847		SUBUNIT: Homodimer. {ECO:0000269|PubMed:16740960}.
P40710	NLPE_ECOLI	Lipoprotein NlpE (Copper homeostasis protein CutF)	nlpE cutF b0192 JW0188	25844	P40710	SUBUNIT: Probably exists as a monomer in vivo, can however form homodimers which swap domains (PubMed:17698001). {ECO:0000269|PubMed:17698001}.
P40711	ARFB_ECOLI	Peptidyl-tRNA hydrolase ArfB (PTH) (EC 3.1.1.29) (Alternative ribosome-rescue factor B)	arfB yaeJ b0191 JW0187	15623		SUBUNIT: Associated with 70S ribosomes and polysomes. {ECO:0000269|PubMed:22422986}.
P40874	MTOX_ECOLI	N-methyl-L-tryptophan oxidase (MTOX) (EC 1.5.3.-)	solA b1059 JW1046	40902		SUBUNIT: Monomer. {ECO:0000250}.
P41036	NANT_ECOLI	Sialic acid transporter NanT (Sialic acid permease) (Sialic acid/H(+) symporter)	nanT b3224 JW3193	53551		
P41052	MLTB_ECOLI	Membrane-bound lytic murein transglycosylase B (EC 4.2.2.n1) (35 kDa soluble lytic transglycosylase) (Murein hydrolase B) (Slt35)	mltB b2701 JW2671	40256		SUBUNIT: Monomer.
P41407	AZOR_ECOLI	FMN-dependent NADH:quinone oxidoreductase (EC 1.6.5.-) (Azo-dye reductase) (FMN-dependent NADH-azo compound oxidoreductase) (FMN-dependent NADH-azoreductase) (EC 1.7.1.17)	azoR acpD b1412 JW1409	21658		SUBUNIT: Homodimer. {ECO:0000255|HAMAP-Rule:MF_01216, ECO:0000269|PubMed:11583992, ECO:0000269|PubMed:16684776, ECO:0000269|PubMed:18337254}.
P41409	RIHA_ECOLI	Pyrimidine-specific ribonucleoside hydrolase RihA (EC 3.2.-.-) (Cytidine/uridine-specific hydrolase)	rihA ybeK b0651 JW0646	33823		
P42588	PAT_ECOLI	Putrescine aminotransferase (PAT) (PATase) (EC 2.6.1.82) (Cadaverine transaminase) (Diamine transaminase) (EC 2.6.1.29) (Putrescine transaminase) (Putrescine--2-oxoglutaric acid transaminase) (Putrescine:2-OG aminotransferase)	patA ygjG b3073 JW5510	49661		SUBUNIT: Homodimer. {ECO:0000269|PubMed:22949197}.
P42593	FADH_ECOLI	2,4-dienoyl-CoA reductase [(2E)-enoyl-CoA-producing] (DCR) (EC 1.3.1.34) (2,4-dienoyl-coenzyme A reductase [NADPH])	fadH ygjL b3081 JW3052	72678	P11349; P19318	SUBUNIT: Monomer. {ECO:0000269|PubMed:6363415}.
P42620	YQJG_ECOLI	Glutathionyl-hydroquinone reductase YqjG (GS-HQR) (EC 1.8.5.7)	yqjG b3102 JW3073	37386		SUBUNIT: Homodimer. {ECO:0000269|PubMed:22955277, ECO:0000269|Ref.5}.
P42632	TDCE_ECOLI	PFL-like enzyme TdcE (Keto-acid formate acetyltransferase) (Keto-acid formate-lyase) (Ketobutyrate formate-lyase) (KFL) (EC 2.3.1.-) (Pyruvate formate-lyase) (PFL) (EC 2.3.1.54)	tdcE yhaS b3114 JW5522	85936		
P42641	OBG_ECOLI	GTPase ObgE/CgtA (EC 3.6.5.-) (GTP-binding protein Obg)	obgE cgtA obg yhbZ b3183 JW3150	43286	P0A7K2	SUBUNIT: Monomer. Binds to the intersubunit face of the 50S ribosomal subunit where translation factors bind, protruding into the peptidyl-transfer center, leading to significant changes in both ObgE and 50S ribosome structure (PubMed:24844575). Associates with SpoT (PubMed:15292126, PubMed:17616600). Binding to 50S ribosomes does not require SpoT. 50S ribosomal subunit binding is enhanced by guanosine nucleotides (PubMed:24844575). {ECO:0000269|PubMed:11555285, ECO:0000269|PubMed:15292126, ECO:0000269|PubMed:15836769, ECO:0000269|PubMed:17616600, ECO:0000269|PubMed:24844575}.
P43341	LPXH_ECOLI	UDP-2,3-diacylglucosamine hydrolase (EC 3.6.1.54) (UDP-2,3-diacylglucosamine diphosphatase) (UDP-2,3-diacylglucosamine pyrophosphatase)	lpxH ybbF b0524 JW0513	26894		
P43672	UUP_ECOLI	ATP-binding protein Uup (EC 3.6.1.-)	uup ycbH ycbI b0949 JW0932	72067	P0A8N3	
P45395	KDSD_ECOLI	Arabinose 5-phosphate isomerase KdsD (API) (L-API) (EC 5.3.1.13)	kdsD yrbH b3197 JW3164	35196		SUBUNIT: Homotetramer. {ECO:0000269|PubMed:12805358, ECO:0000269|PubMed:20954237}.
P45424	NANQ_ECOLI	N-acetylneuraminate anomerase NanQ (N-acetylneuraminate openase)	nanQ yhcH b3221 JW3190	17038		
P45425	NANK_ECOLI	N-acetylmannosamine kinase (EC 2.7.1.60) (ManNAc kinase) (N-acetyl-D-mannosamine kinase)	nanK yhcI b3222 JW5538	29644		SUBUNIT: Homodimer. {ECO:0000269|Ref.7}.
P45464	LPOA_ECOLI	Penicillin-binding protein activator LpoA (PBP activator LpoA) (Lipoprotein activator of PBP from the outer membrane A)	lpoA yraM b3147 JW3116	72825	P16433; P02918	SUBUNIT: Interacts with PBP1a. {ECO:0000269|PubMed:21183073, ECO:0000269|PubMed:21183074}.
P45470	YHBO_ECOLI	Protein/nucleic acid deglycase 2 (EC 3.1.2.-) (EC 3.5.1.-) (EC 3.5.1.124) (Maillard deglycase)	yhbO b3153 JW5529	18858		SUBUNIT: Exists in monomeric, trimeric, and hexameric forms. {ECO:0000269|PubMed:16380269}.
P45475	UBIV_ECOLI	Ubiquinone biosynthesis protein UbiV	ubiV yhbV b3159 JW5530	32535		SUBUNIT: Forms an heterodimer with UbiU. {ECO:0000255|HAMAP-Rule:MF_02233, ECO:0000269|PubMed:31289180}.
P45508	YFAL_ECOLI	Probable autotransporter YfaL [Cleaved into: Probable secreted autotransporter protein YfaL; Probable autotransporter YfaL translocator]	yfaL yfaF yfaJ yfaK b2233 JW2227	131153		
P45527	UBIU_ECOLI	Ubiquinone biosynthesis protein UbiU	ubiU yhbU b3158 JW3127	37047	P0A6F5	SUBUNIT: Forms an heterodimer with UbiV. {ECO:0000255|HAMAP-Rule:MF_02232, ECO:0000269|PubMed:31289180}.
P45541	FRLC_ECOLI	Fructoselysine 3-epimerase (EC 5.1.3.41)	frlC yhfO yhfP b4474 JW5699	31169		SUBUNIT: Homooctamer. {ECO:0000269|PubMed:14641112}.
P45562	XAPB_ECOLI	Xanthosine permease (Xanthosine transporter)	xapB b2406 JW2397	46140		
P45563	XAPA_ECOLI	Purine nucleoside phosphorylase 2 (EC 2.4.2.1) (Inosine-guanosine phosphorylase) (Purine nucleoside phosphorylase II) (PNP II) (Xanthosine phosphorylase)	xapA pndA b2407 JW2398	29835		SUBUNIT: Hexamer. Dimer of trimers. {ECO:0000269|PubMed:15808857, ECO:0000269|PubMed:7007809}.
P45568	DXR_ECOLI	1-deoxy-D-xylulose 5-phosphate reductoisomerase (DXP reductoisomerase) (EC 1.1.1.267) (1-deoxyxylulose-5-phosphate reductoisomerase) (2-C-methyl-D-erythritol 4-phosphate synthase)	dxr ispC yaeM b0173 JW0168	43388		SUBUNIT: Homodimer. {ECO:0000269|PubMed:11741911, ECO:0000269|PubMed:11872159, ECO:0000269|PubMed:12621040, ECO:0000269|PubMed:15339150, ECO:0000269|PubMed:15567415}.
P45577	PROQ_ECOLI	RNA chaperone ProQ	proQ yebJ yobE yoeC b1831 JW5300	25893	P0ACZ4	
P45748	TSAC_ECOLI	Threonylcarbamoyl-AMP synthase (TC-AMP synthase) (EC 2.7.7.87) (L-threonylcarbamoyladenylate synthase) (Ribosome maturation factor TsaC) (t(6)A37 threonylcarbamoyladenosine biosynthesis protein TsaC) (tRNA threonylcarbamoyladenosine biosynthesis protein TsaC)	tsaC rimN yrdC b3282 JW3243	20768		SUBUNIT: Interacts with TsaB and TsaD. {ECO:0000269|PubMed:22378793}.
P45955	CPOB_ECOLI	Cell division coordinator CpoB	cpoB ybgF b0742 JW0732	28231		SUBUNIT: Homotrimer (PubMed:20455268, PubMed:20816983). Interacts directly with the central domain of TolA and with PBP1B (PubMed:11994151, PubMed:20816983, PubMed:25951518). Binding to TolA disrupts the homotrimer to form a YbgF/TolA heterodimer with weak affinity (PubMed:20816983). Forms a quaternary complex with PBP1B-LpoB and TolA (PubMed:25951518). {ECO:0000269|PubMed:11994151, ECO:0000269|PubMed:20455268, ECO:0000269|PubMed:20816983, ECO:0000269|PubMed:25951518}.
P45956	CAS2_ECOLI	CRISPR-associated endoribonuclease Cas2 (EC 3.1.-.-)	ygbF cas2 b2754 JW5438	10518	Q46896	SUBUNIT: Homodimer (Ref.10). Part of the Cas1-Cas2 complex (PubMed:24920831, PubMed:24793649, PubMed:25707795, Ref.12, PubMed:26478180, PubMed:26503043). Forms a hexamer with 2 Cas1 dimers sandwiching a Cas2 dimer (PubMed:24793649). The DNA lies across a flat surface extending from 1 Cas1 dimer, across the Cas2 dimer and contacting the other Cas1 dimer. Only 1 Cas1 protein from each dimer is catalytic, the other interacts with the Cas2 dimer and possibly target DNA (PubMed:26478180, PubMed:26503043). {ECO:0000269|PubMed:24793649, ECO:0000269|PubMed:24920831, ECO:0000269|PubMed:25707795, ECO:0000269|PubMed:26478180, ECO:0000269|PubMed:26503043, ECO:0000305|Ref.10, ECO:0000305|Ref.12}.
P46022	MTGA_ECOLI	Biosynthetic peptidoglycan transglycosylase (EC 2.4.1.129) (Glycan polymerase) (Monofunctional biosynthetic peptidoglycan transglycosylase) (Monofunctional glycosyltransferase) (Monofunctional GTase) (Peptidoglycan glycosyltransferase MtgA) (PGT)	mtgA mgt yrbM b3208 JW3175	27342	P0AD68	SUBUNIT: Interacts with FtsI, FtsW and FtsN. {ECO:0000269|PubMed:18165305}.
P46133	ABGT_ECOLI	p-aminobenzoyl-glutamate transport protein (PABA-GLU transport protein)	abgT ydaH b1336 JW5822 ECK1332	54886		
P46136	YDDG_ECOLI	Aromatic amino acid exporter YddG	yddG b1473 JW1469	31539		
P46139	DGCN_ECOLI	Diguanylate cyclase DgcN (DGC) (EC 2.7.7.65)	dgcN yfiN b2604 JW2585	45989		SUBUNIT: Homodimer (Probable). Interacts with the cell division proteins FtsZ and ZipA (PubMed:27507823). {ECO:0000269|PubMed:27507823, ECO:0000305|PubMed:27507823}.
P46849	RTCA_ECOLI	RNA 3'-terminal phosphate cyclase (RNA cyclase) (RNA-3'-phosphate cyclase) (EC 6.5.1.4)	rtcA yhgJ yhgK b4475 JW5688	35903		
P46850	RTCB_ECOLI	RNA-splicing ligase RtcB (EC 6.5.1.8) (3'-phosphate/5'-hydroxy nucleic acid ligase)	rtcB yhgL b3421 JW3384	45222		SUBUNIT: Monomer. {ECO:0000269|PubMed:21224389}.
P46883	AMO_ECOLI	Primary amine oxidase (EC 1.4.3.21) (2-phenylethylamine oxidase) (Copper amine oxidase) (Tyramine oxidase)	tynA maoA b1386 JW1381	84379		SUBUNIT: Homodimer. {ECO:0000269|PubMed:10387067, ECO:0000269|PubMed:10576737, ECO:0000269|PubMed:9048544}.
P46889	FTSK_ECOLI	DNA translocase FtsK	ftsK b0890 JW0873	146663	P0AFG8; P06136	SUBUNIT: Homohexamer. Forms a ring that surrounds DNA. Interacts with FtsZ, FtsQ, FtsL and FtsI. {ECO:0000269|PubMed:16553881, ECO:0000269|PubMed:16916635, ECO:0000269|PubMed:17185541, ECO:0000269|PubMed:18759781}.
P46891	COF_ECOLI	HMP-PP phosphatase (EC 3.6.1.-)	cof b0446 JW0436	30371		
P46923	TORZ_ECOLI	Trimethylamine-N-oxide reductase 2 (TMAO reductase 2) (Trimethylamine oxidase 2) (EC 1.7.2.3)	torZ bisZ b1872 JW1861	88964		
P50456	MLC_ECOLI	DNA-binding transcriptional repressor Mlc (Making large colonies protein) (Membrane linked control)	mlc dgsA b1594 JW1586	44316	P50456; P76346; P69786	SUBUNIT: Homodimer (PubMed:15929984). Homotetramer (PubMed:16510988, PubMed:12529317, PubMed:15929984, PubMed:18319344). There is probably an equilibrium between the dimeric and the tetrameric form (PubMed:15929984). Interacts with dephosphorylated PtsG (PubMed:11032803, PubMed:11157755, PubMed:12529317, PubMed:18319344). Mlc and PtsG EIIB domain form a complex with the 1:1 stoichiometry (PubMed:18319344). Interacts with MtfA (PubMed:16855233, PubMed:22178967). {ECO:0000269|PubMed:11032803, ECO:0000269|PubMed:11157755, ECO:0000269|PubMed:12529317, ECO:0000269|PubMed:15929984, ECO:0000269|PubMed:16510988, ECO:0000269|PubMed:16855233, ECO:0000269|PubMed:18319344, ECO:0000269|PubMed:22178967}.
P50457	PUUE_ECOLI	4-aminobutyrate aminotransferase PuuE (EC 2.6.1.19) (GABA aminotransferase) (GABA-AT) (Gamma-amino-N-butyrate transaminase) (GABA transaminase) (Glutamate:succinic semialdehyde transaminase)	puuE goaG b1302 JW1295	44729		
P50465	END8_ECOLI	Endonuclease 8 (DNA glycosylase/AP lyase Nei) (EC 3.2.2.-, EC 4.2.99.18) (DNA-(apurinic or apyrimidinic site) lyase Nei) (Endonuclease VIII)	nei b0714 JW0704	29845		
P52006	NUDI_ECOLI	Nucleoside triphosphatase NudI (EC 3.6.1.9) (Nucleotide diphosphatase NudI) (Pyrimidine deoxynucleoside triphosphate diphosphatase) (dCTP diphosphatase) (EC 3.6.1.12) (dTTP diphosphatase) (EC 3.6.1.-) (dUTP diphosphatase) (EC 3.6.1.23)	nudI yfaO b2251 JW2245	16371		SUBUNIT: Monomer. {ECO:0000269|PubMed:16766526}.
P52061	IXTPA_ECOLI	dITP/XTP pyrophosphatase (EC 3.6.1.66) (Deoxyribonucleoside triphosphate pyrophosphohydrolase) (Inosine triphosphate pyrophosphatase) (ITPase) (Non-canonical purine NTP pyrophosphatase) (Non-standard purine NTP pyrophosphatase) (Nucleoside-triphosphate diphosphatase) (Nucleoside-triphosphate pyrophosphatase) (NTPase)	rdgB yggV b2954 JW2921	21039		SUBUNIT: Homodimer. {ECO:0000255|HAMAP-Rule:MF_01405, ECO:0000269|PubMed:12297000, ECO:0000269|PubMed:17976651}.
P52073	GLCE_ECOLI	Glycolate oxidase subunit GlcE (EC 1.1.99.14) (Glycolate dehydrogenase subunit GlcE)	glcE gox yghL b4468 JW5487	38361		SUBUNIT: The glycolate oxidase likely consists of three subunits, GlcD, GlcE and GlcF. {ECO:0000269|PubMed:8606183}.
P52074	GLCF_ECOLI	Glycolate oxidase iron-sulfur subunit (EC 1.1.99.14) (Glycolate dehydrogenase subunit GlcF) (Glycolate oxidase subunit GlcF)	glcF gox yghL b4467 JW5486	45110		SUBUNIT: The glycolate oxidase likely consists of three subunits, GlcD, GlcE and GlcF. {ECO:0000269|PubMed:8606183}.
P52095	LDCC_ECOLI	Constitutive lysine decarboxylase (LDCC) (EC 4.1.1.18)	ldcC ldc ldcH b0186 JW0181	80590	P0A9H3	SUBUNIT: Homodecamer; built of five dimers associated in a 5-fold symmetrical double-ring. {ECO:0000269|PubMed:27080013}.
P52101	GLRK_ECOLI	Sensor histidine kinase GlrK (EC 2.7.13.3)	glrK yfhK b2556 JW5407	53330		
P52106	CSGD_ECOLI	CsgBAC operon transcriptional regulatory protein	csgD b1040 JW1023	24935	P52106	
P52126	ABPB_ECOLI	Anti-bacteriophage protein B (Probable helicase AbpB)	abpB yfjK b2627 JW2608	83062		SUBUNIT: Interacts with AbpB. {ECO:0000269|PubMed:25224971}.
P52129	RNLA_ECOLI	mRNA endoribonuclease toxin LS (EC 3.1.-.-) (RNase LS) (Toxin LS)	rnlA std yfjN b2630 JW2611	40061	P52130	SUBUNIT: Forms homodimer in solution (PubMed:24112600). Forms a complex with cognate antitoxin RnlB (PubMed:20980243) and with enterobacteria phage T4 antitoxin Dmd (PubMed:22403819). {ECO:0000269|PubMed:20980243, ECO:0000269|PubMed:22403819}.
P54745	MNGA_ECOLI	PTS system 2-O-alpha-mannosyl-D-glycerate-specific EIIABC component (2-O-alpha-mannosyl-D-glycerate-specific phosphotransferase enzyme MngA) (Protein-Npi-phosphohistidine--2-O-alpha-mannosyl-D-glycerate phosphotransferase) [Includes: 2-O-alpha-mannosyl-D-glycerate-specific phosphotransferase enzyme IIA component (PTS system EIIA component); 2-O-alpha-mannosyl-D-glycerate-specific phosphotransferase enzyme IIB component (EC 2.7.1.195) (PTS system EIIB component); 2-O-alpha-mannosyl-D-glycerate-specific permease IIC component (PTS system EIIC component)]	mngA hrsA b0731 JW0720	69668	P0ACA3	
P55135	RLMD_ECOLI	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD (EC 2.1.1.190) (23S rRNA(m5U1939)-methyltransferase)	rlmD rumA ygcA b2785 JW2756	48052		
P56100	CYDX_ECOLI	Cytochrome bd-I ubiquinol oxidase subunit X (EC 7.1.1.7) (Cytochrome bd-I oxidase subunit X) (Cytochrome d ubiquinol oxidase subunit X)	cydX ybgT b4515 JW0724	4042		SUBUNIT: May be a subunit of cytochrome bd-I ubiquinol oxidase. Probably interacts with CydA and CydB. {ECO:0000269|PubMed:23749980}.
P56580	PTHB_ECOLI	PTS system glucitol/sorbitol-specific EIIB component (EC 2.7.1.198) (EII-Gut) (Enzyme II-Gut) (Glucitol/sorbitol-specific phosphotransferase enzyme IIB component)	srlE gutA gutE b2703 JW5430	33332		
P56976	BLR_ECOLI	Divisome-associated membrane protein Blr (Beta-lactam resistance protein)	blr b4409 JW5963	4556	P0AEN4; P29131	SUBUNIT: Interacts with FtsL and several other divisomal proteins, including FtsI, FtsK, FtsN, FtsQ, FtsW and YmgF. {ECO:0000269|PubMed:22885295}.
P60061	ADIC_ECOLI	Arginine/agmatine antiporter	adiC aniC yjdD yjdE b4115 JW4076	46843		SUBUNIT: Homodimer; each subunit has its own individual transport capacity. {ECO:0000269|PubMed:21368142, ECO:0000269|PubMed:27582465}.
P60240	RAPA_ECOLI	RNA polymerase-associated protein RapA (EC 3.6.4.-) (ATP-dependent helicase HepA)	rapA hepA yabA b0059 JW0058	109769	P0A8V2	SUBUNIT: Interacts with the RNAP. Has a higher affinity for the core RNAP than for the holoenzyme. Its ATPase activity is stimulated by binding to RNAP (By similarity). {ECO:0000250}.
P60340	TRUB_ECOLI	tRNA pseudouridine synthase B (EC 5.4.99.25) (Protein P35) (tRNA pseudouridine(55) synthase) (Psi55 synthase) (tRNA pseudouridylate synthase) (tRNA-uridine isomerase)	truB yhbA b3166 JW3135	35087		
